#ID			RA			DEC			redshift
1237650762394959890	190.054950883338	-2.01000847612321	0.081
1237651250964004981	195.00028628591	64.5729685182275	0.102
1237651252018151484	120.517765768283	44.0109329086476	0.075
1237651252024377492	134.59158896637	54.9682611731476	0.089
1237651273510289469	179.548274034281	68.0022308749985	0.118
1237652600110383327	340.507241478441	-8.77432849153568	0.166
1237652900234133595	52.7819278813865	-6.98113390469459	0.2
1237652946379604015	3.34116816142335	-10.8769709247739	0.166
1237653441374453924	351.012439538894	-9.89496387894058	0.069
1237654031400566817	167.523321119677	3.47670876643566	0.04
1237654382516240489	141.850391342111	54.6447528566163	0.125
1237654880736968887	214.892986381976	4.6400322648159	0.098
1237655106765521018	177.006539444157	58.6303734476766	0.114
1237655369279733929	148.636460045463	56.556816148957	0.073
1237655465384214778	208.587749054334	60.8964333421045	0.074
1237655465920364786	205.582704729932	61.8095064153333	0.098
1237655495979106559	202.399961755212	-1.53610047491721	0.091
1237655692474515647	216.178387816757	-1.99162364591009	0.175
1237656239009104192	325.82930977714	0.995364247966565	0.134
1237656567582294307	328.782734470509	-0.770305070782684	0.027
1237667253455356213	127.404262036098	16.6985979984327	0.09
1237656567585833094	336.837758116152	-0.678095368887693	0.057
1237656906354393114	358.455203994544	-0.97445991353002	0.023
1237657189817516083	328.089652048684	-0.888291991580135	0.139
1237657221485625353	159.18331212057	54.7969513932789	0.046
1237657609104982532	116.988292144597	31.8301547741104	0.153
1237657612874940605	172.042433771343	57.5852977942022	0.07
1237657628432531602	120.569444916328	28.4459448438121	0.078
1237657857148911724	188.0461031399	        52.6979568003322	0.06
1237658300056338796	125.050318859645	4.3715061423962	0.139
1237658424090493080	159.428543211596	7.08811992930352	0.072
1237658611440222364	157.241232891286	45.3643443352421	0.144
1237658918533005504	197.244452074138	55.0808036726548	0.113
1237659119862939753	224.876383453169	47.7622057277864	0.144
1237659119864774675	229.89821893345	45.3870466727228	0.099
1237659132206448648	209.086859690681	52.4296282179256	0.11
1237660240313385134	49.3942986404692	-0.263339202510415	0.142
1237660240313712760	50.1384089147854	-0.33995669453633	0.038
1237660241385029806	44.5246048537541	0.43626295884531	0.074
1237660669282812044	159.158417948497	10.6144038424996	0.115
1237660963472932915	129.574801491995	30.9169613387387	0.048
1237661086415585604	117.048585190449	18.5539345905544	0.047
